Título do vídeo,Link para o vídeo,Hora da publicação,Visualizações do vídeo,Curtidas,Comentários,Compartilhamentos,Adicionar aos Favoritos
MENINOOOOOO! O camisa 25 não tá pra brincadeira! Pega só o golaço pra cima da Chape. #PaulistasEmCampo 🎥Premiere,https://www.tiktok.com/@paulistao/video/7600791134004186379,2026/01/29 14:44:21,14359,118,0,1,10
É DELE DE NOVO! 👨🏻‍🦲⭐ Carlão foi escolhido por vocês como o Craque da 5ª Rodada do #PaulistãoCasasBahia! #CraqueDaRodada #7kBet,https://www.tiktok.com/@paulistao/video/7600540480484543756,2026/01/28 22:30:21,1897,34,3,0,0
O ARTILHEIRO DOS GOLAÇOS! 🤩‼️ Vocês votaram e escolheram esse gol do Robson como o Golaço da 5ª Rodada do #PaulistãoCasasBahia. É o Robgol! #GolaçoDaRodada #Betano,https://www.tiktok.com/@paulistao/video/7600531758014074123,2026/01/28 22:00:21,3905,64,2,0,0
Aiiiii Paulistãozinhooooooo Corre lá no YouTube do @paulistao para conferir o Rolê Aleatório com Ítalo Sena! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7600526939526270219,2026/01/28 21:38:39,1189,56,5,1,1
"O CHOQUE-REI VISTO DE TODAS AS FORMAS! Atrás dos gols, na lateral do campo, nas arquibancadas… Vem viver um dia de Palmeiras e São Paulo na Arena Barueri!  #PaulistãoCasasBahia #Aurora #POV ",https://www.tiktok.com/@paulistao/video/7600510106316311816,2026/01/28 20:21:08,791,40,2,0,0
YURI ALBERTO NO MODO DESENHISTA! ✍️🎨 Será que Matheuzinho e Hugo Souza acertaram o jogador? 🤣🤣🤣 #PaulistãoCasasBahia #Corinthians,https://www.tiktok.com/@paulistao/video/7600485644762189068,2026/01/28 18:55:45,45509,7465,35,324,497
VOCÊ ACEITARIA ALGUMA DESSAS PROPOSTAS? 👀🤔 Vem ver o que a torcida do Palmeiras escolheu e se você concorda com alguma das decisões!  #PaulistãoCasasBahia #Sil ,https://www.tiktok.com/@paulistao/video/7600107175129681160,2026/01/27 18:17:33,6423,312,3,0,8
NEYMAR COM NOVA TREINADORA! 🤣😍 Alerta de muita fofura em um vídeo só! 🥹 #PaulistãoCasasBahia #Neymar 🎥 @santosfc,https://www.tiktok.com/@paulistao/video/7600090227625053452,2026/01/27 17:25:23,4470,282,13,7,13
JONATHAN COSTA FOI PRA REDE NO CANINDÉ! O Guarani abre o placar contra a Portuguesa! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7599825137801760012,2026/01/27 00:22:37,7118,77,2,0,1
OLHA A OPORTUNIDADE QUE O GUARANI DESPERDIÇOU NO CANINDÉ! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7599823305910045972,2026/01/26 23:56:04,2549,49,2,0,0
O CRAQUE DO JOGO É SÓ ALEGRIA! Com a palavra: Yuri Alberto! #PaulistãoCasasBahia #CraqueDoJogo #7KBet,https://www.tiktok.com/@paulistao/video/7599478739382127884,2026/01/26 02:05:59,24317,1557,16,52,64
O PELADÃO DA FIEL! 🔞 QUE ISSO YURI ALBERTO?! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7599482325554040085,2026/01/26 01:52:51,3834,86,4,27,4
O GOL DA VITÓRIA DO TIMÃO! YURI ALBERTO É O NOME DELE! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7599474712321772812,2026/01/26 01:46:09,60981,3460,55,442,143
❌🧤NÃO PASSA NADA NO GOL DO MARCELO CARNÉ!  #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7599456909439094037,2026/01/26 00:14:17,3038,64,1,4,1
"Fala, craque! 🏆✨ #PaulistãoCasasBahia #CraqueDoJogo #Bet7k",https://www.tiktok.com/@paulistao/video/7599424944669297976,2026/01/25 22:23:05,10826,201,3,4,4
O LEÃO DIMINUI! Rodolfo faz o primeiro do Capivariano! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7599415785710308620,2026/01/25 21:44:05,6697,108,2,4,5
IA SER UM GOLAÇO! Mas o Eduardo Sasha parou no travessão do Santos... #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7599398123806461196,2026/01/25 20:30:47,4155,64,1,0,0
O Choque-Rei foi quente em Barueri e o @VELLOSO estava atento nas imagens exclusivas!  #PaulistaoCasasBahia #leituralabial ,https://www.tiktok.com/@paulistao/video/7599387716358278420,2026/01/25 19:45:43,10033,601,6,1,14
QUE GOLAÇO DO PALMEIRAS! 🐷 Sosa deu uma linda assistência para achar Flaco López livre. #PaulistãoCasasBahia #Palmeiras #Betano,https://www.tiktok.com/@paulistao/video/7599059169450282251,2026/01/24 22:30:47,13438,443,12,26,13
A MOEDA DECIDIU! 🪙 Quer garantir o seu microondas? A hora é agora. Corre pro site da @casasbahia que ela tá em promoção! A decisão foi no cara e coroa do #ChoqueRei #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7599058773516324107,2026/01/24 22:29:13,3394,148,2,4,4
QUE GOLAÇO DO PALMEIRAS! 🐷 Sosa deu uma linda assistência para achar Flaco López livre. #PaulistãoCasasBahia #Palmeiras #Betano,https://www.tiktok.com/@paulistao/video/7599057514029796620,2026/01/24 22:24:21,31800,2373,47,75,39
O SÃO PAULO TENTA RESSURGIR! 🇾🇪 Bobadilla iguala o marcador rapidamente. Pega fogo o #ChoqueRei! #PaulistãoCasasBahia #SãoPauloFC #Betano,https://www.tiktok.com/@paulistao/video/7599056906006678795,2026/01/24 22:21:58,3698,87,5,2,0
FLACO LÓPEZ MATADOR! 🔥⚽️ O argentino coloca o Palmeira na vantagem mais uma vez! #PaulistãoCasasBahia #Palmeiras,https://www.tiktok.com/@paulistao/video/7599054912588139832,2026/01/24 22:14:13,4530,317,3,5,7
FOI DO PALMEIRAS! 💚 Maurício abriu o placar para o Verdão contra o São Paulo no #ChoqueRei #PaulistãoCasasBahia #Palmeiras #Betano,https://www.tiktok.com/@paulistao/video/7599053792088198412,2026/01/24 22:09:51,8414,265,6,9,4
TUDO IGUAAAAAL! Bobadilla empata o Choque-Rei! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7599050926904593720,2026/01/24 21:58:44,4661,144,3,2,0
MAURÍCIO ABRE O PLACAR! 🐷🔥 O Palmeiras sai na frente no Choque-Rei em Barueri! #PaulistãoCasasBahia #Palmeiras,https://www.tiktok.com/@paulistao/video/7599050745744215352,2026/01/24 21:58:00,1685,110,3,0,2
POV: Você é o @senaitalo na chegada dos jogadores do Palmeiras e do São Paulo para o Choque-Rei! 👀 #PaulistãoCasasBahia #ChoqueRei,https://www.tiktok.com/@paulistao/video/7599045048197565707,2026/01/24 21:35:53,31370,1818,7,18,49
"FOI POR POUCO! O Cristiano fez o mais difícil, mas na hora de tirar o dez, carimbou a trave da equipe de Bauru. Por pouco não saiu o terceiro da Ponte Preta! #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7599043910492491019,2026/01/24 21:31:29,5973,77,2,0,1
"ELE CONHECE O CAMINHO! Se tem Carlão em campo, tem gol do Norusca! E que golaço de cabeça do camisa 9! #PaulistãoCasasBahia #Betano",https://www.tiktok.com/@paulistao/video/7599034762170273080,2026/01/24 20:56:00,2207,46,2,2,0
TÁ MALUCO! O Pacheco bateu com estilo e marcou um golaço pra Ponte Preta! É a virada da Macaca! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7599032971349314827,2026/01/24 20:49:03,2221,74,3,0,3
EMPATE LIGEIRO! A vantagem do Noroeste durou pouco! Cristiano bateu de dentro da área para deixar tudo igual para a Ponte Preta! É o primeiro da Macaca no Paulistão Casas Bahia 2026! #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7599029138275552524,2026/01/24 20:34:12,1928,69,5,1,2
VERDÃO E TRICOLOR NA ÁREA! 🤩👋🏼 Vem ver a chegada dos times para o Superclássico Casas Bahia de logo mais!  #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7599028583075450120,2026/01/24 20:32:05,1272,54,2,0,0
TÁ NA REDE! Danner bate com categoria da entrada da área e anota o primeiro da partida para o Noroeste! #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7599027076892577080,2026/01/24 20:26:12,5711,69,2,0,0
DE PRIMERA! O Everton Galdino soltou esse chutaço para fechar a conta para o Leão! #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7599024362301164818,2026/01/24 20:15:39,2774,106,2,2,0
"O MIRASSOL TÁ COM TUDO! Logo no comecinho do segundo tempo, Eduardo também deixou o dele para ampliar a vantagem do Leão! #PaulistãoCasasBahia ",https://www.tiktok.com/@paulistao/video/7599024238846070024,2026/01/24 20:15:10,13809,150,1,0,2
"TRICOLOR NO TRAJE! Se tem Superclássico Casas Bahia, tem look por aqui! E a Gabi Mônico trouxe uma opção na estica pra torcer pelo Tricolor! #CriadoresPaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7599023694299630866,2026/01/24 20:13:02,1050,27,2,0,0
"JOGO DO VERDÃO NA ESTICA! Já que é dia de Choque-Rei, a Amanda Hönel veio trazer algumas opções de look pra torcer pelo Palmeiras! #CriadoresPaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7599023571943378184,2026/01/24 20:12:39,584,24,2,0,1
"MAIS UM! O goleiro até defendeu, mas o Renato Marques aproveitou a sobra pra marcar o segundo. #PaulistãoCasasBahia ",https://www.tiktok.com/@paulistao/video/7599023272105217298,2026/01/24 20:11:24,3149,82,3,0,2
"NO COMECINHO… Igor Formiga avançou sozinho, saiu da marcação e abriu o placar aos dois minutos! #PaulistãoCasasBahia ",https://www.tiktok.com/@paulistao/video/7599023199543676167,2026/01/24 20:11:08,3318,72,2,0,1
O @vellosogg tava ligado no encontro entre Yuri Alberto e Marcelinho Carioca no Clássico Alvinegro! #PaulistãoCasasBahia #LeituraLabial,https://www.tiktok.com/@paulistao/video/7598684123540114744,2026/01/23 22:15:21,7484,246,5,0,6
O Clássico Alvinegro movimentou a Vila Belmiro e o @VELLOSO estava ligado na leitura labial com imagens exclusivas! #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7598645548333141268,2026/01/23 19:45:54,63669,3203,12,14,101
TODOS OS DETALHES DO YURI ALBERTO MARCANDO PELO TIMÃO! 😮‍💨⚫⚪ #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7598587256751820044,2026/01/23 15:59:27,41341,1375,12,26,62
"PARA A FILHA! 🥰⚽ Patrick Brey voltou ao Pantera, marca seu primeiro gol no #PaulistãoCasasBahia e dedicou para sua filha que vai nascer. Especial demais! #CraqueDoJogo #Bet7k",https://www.tiktok.com/@paulistao/video/7598359768440376587,2026/01/23 01:16:47,3064,86,2,0,3
NA GAVETA! Luiz Fernando bate com categoria e diminui para o Ibrachina! #CopinhaSil2026,https://www.tiktok.com/@paulistao/video/7598358715569343800,2026/01/23 01:12:38,8527,180,4,1,5
É GOL DE MENINO DA VILA! GABIGOL EMPATA O CLÁSSICO NA VILA BELMIRO! #PaulistãoCasasBahia #Santos ,https://www.tiktok.com/@paulistao/video/7598353408315165959,2026/01/23 00:51:59,5484,299,11,9,4
"DIRETAÇO! Depois de muitas chances do Pantera, Patrick Bley consegue marcar para abrir o placar em Riberão Preto! #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7598352630674394379,2026/01/23 00:49:01,3027,113,4,0,2
NÃO PASSOU NADA! O Victor Hugo fez essa defesaça para impedir que o Botafogo abrisse o placar! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7598339144741375244,2026/01/22 23:56:43,6057,79,2,0,1
"NO DETALHE!  O Brazao bem que tentou, mas o Yuri Alberto abriu o placar na Vila Belmiro!  #PaulistãoCasasBahia ",https://www.tiktok.com/@paulistao/video/7598334281563278612,2026/01/22 23:38:05,5222,106,4,3,3
PRA FORA!  YURI ALBERTO PERDE PÊNALTI NA VILA BELMIRO!  #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7598326031803600149,2026/01/22 23:06:02,4712,152,5,8,2
"O YURI ALBERTO GOSTA DE MARCAR NO CLÁSSICO ALVINEGRO!  Depois de um bombardeio de chutes, o camisa 9 abre o placar na Vila Belmiro!  #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7598325210760219925,2026/01/22 23:02:53,6982,272,2,5,5
YURI ALBERTO 🤝 MARCELINHO CARIOCA A comemoração do camisa 9 foi com o ídolo do Timão!  #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7598324830936534293,2026/01/22 23:01:21,42900,1427,18,48,40
O Robinho Jr é ídolo da molecada!  #PaulistaoCasasBahia ,https://www.tiktok.com/@paulistao/video/7598318876262141205,2026/01/22 22:38:12,3604,145,1,0,8
O ENCONTRO ENTRE GABIGOL E DORIVAL JÚNIOR!  #PaulistaoCasasBahia ,https://www.tiktok.com/@paulistao/video/7598317573431741717,2026/01/22 22:33:14,187737,5509,11,42,116
"OLHA QUEM ESTÁ DE VOLTA, FIEL!  Rodrigo Garro está pronto para o Clássico Alvinegro!  #PaulistãoCasasBahia ",https://www.tiktok.com/@paulistao/video/7598309177513020693,2026/01/22 22:00:40,4594,274,2,1,8
"Fala, craque! 🗣️ #PaulistãoCasasBahia #CraqueDoJogo #7kBet",https://www.tiktok.com/@paulistao/video/7598013720517758215,2026/01/22 02:53:41,6029,99,3,0,1
Arrasta pro lado pra ver os resultados dessa quarta-feira no #PaulistãoCasasBahia! 👀🤩 ,https://www.tiktok.com/@paulistao/video/7598010406799412500,2026/01/22 02:41:07,871,45,2,0,1
MAIS UM DO CALLERI NO MORUMBIS! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7598005033816378640,2026/01/22 02:21:43,3903,116,2,1,2
✒️✒️HABILIDADE PURA! O CAIO ROQUE DISTRIBUIU CANETAS NO MORUMBIS! #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7597991852565892372,2026/01/22 01:29:02,5895,136,4,5,3
MACEIÓ É REDE! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597985354037136657,2026/01/22 01:05:29,4326,124,3,2,3
RENÊ ESTAVA DEMAIS E FEZ O SEGUNDO DA LUSA NO MORUMBIS! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597984307742903568,2026/01/22 01:01:37,1931,71,2,2,2
Pedro Ferreira fez a jogada e foi assim que o Calleri empatou o jogo no MorumBIS! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597984124334279953,2026/01/22 01:00:35,4118,192,7,3,4
"LÊ LÊ Ô, LUSA! 🦁 A alegria de quem venceu em pleno MorumBIS! 🎉 #PaulistãoCasasBahia #Portuguesa @Portuguesa ",https://www.tiktok.com/@paulistao/video/7597984302357384455,2026/01/22 00:59:43,3586,182,4,5,5
O BERNÔ FAZ GOL!!! 😮‍💨 Romisson precisou de apenas 4 minutos pra abrir o placar em Campinas! 🔥 #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597982988495965460,2026/01/22 00:54:45,4374,119,6,1,4
TEM GOL DA LUSA NO MORUMBIS! RENÊ ABRE O PLACAR! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597973127511133461,2026/01/22 00:16:17,4771,92,1,5,4
DOIS MILAGRES DE RAFAEL NO MORUMBIS! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597972801873595668,2026/01/22 00:15:15,3846,98,5,3,5
"EITA, LUCAS MOURA! #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7597972721489825031,2026/01/22 00:14:34,6194,74,4,1,1
A BOLA ROLOU E O CAIO ROQUE JÁ MANDOU UMA CANETA! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597972306371104008,2026/01/22 00:13:03,4103,159,5,3,3
"O São Paulo tenta o empate, mas Calleri desperdiça a chance! #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7597971926652390674,2026/01/22 00:11:31,7189,180,10,42,5
BELA BATIDA DE SEGURANÇA = GOL DO NORUSCA! 🔥 #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597966803809160466,2026/01/21 23:51:45,5197,93,1,0,1
"QUE CATEGORIA, MEU ZAGUEIRO! A marcação do Massa Bruta veio com tudo para recuperar a bola, mas ele só não contava com a finta do João Victor! #PaulistãoCasasBahia #DorflezMax",https://www.tiktok.com/@paulistao/video/7597964552453557525,2026/01/21 23:43:00,13758,136,3,2,7
THIAGUINHO FOI DE PEIXINHO PRO CHÃO DEPOIS DE MARCAR PRO CAPIVARIANO! 🤣 E a comemoração foi por lá mesmo... 😅 #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597962401543163137,2026/01/21 23:36:16,6074,72,2,1,0
ENTROU E MUDOU O JOGO! ⚽⭐ Eduardo Sasha entrou no segundo tempo e marcou o segundo gol do Massa Bruta na goleada contra o Botafogo. Tem estrela! #PaulistãoCasasBahia #Bet365,https://www.tiktok.com/@paulistao/video/7597868649298365713,2026/01/21 17:30:22,2417,66,2,0,2
O HAT-TRICK DO ROBSON! 3️⃣⚽🔥 QUE PARTIDA DO ARTILHEIRO DO TIGRE! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597635165837462801,2026/01/21 02:26:03,3839,163,4,9,2
CRAQUE ABSOLUTO DO JOGO! Vem ver a entrevista pós jogo do dono de três gols do Novorizontino na partida de hoje! #PaulistãoCasasBahia #CraqueDoJogo #Bet7k,https://www.tiktok.com/@paulistao/video/7597619987326455057,2026/01/21 01:26:57,5519,197,7,3,5
GOLEADA DO TIGRE! ⚽🔥 Hélio Borges aumenta ainda mais o placar para o Novorizontino! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597609944413687057,2026/01/21 00:48:25,7997,185,1,12,1
HAT TRICK DO ROBSON! É MAIS UM GOL DO NOVORIZONTINO CONTRA O PALMEIRAS! 🐯🔥 #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597607765074332929,2026/01/21 00:39:48,7717,215,10,14,9
O ARTILHEIRO DO TIGRE ABRE O PLACAR! Robson coloca o Novorizontino na vantagem! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597591688453819656,2026/01/20 23:36:01,1342,51,0,3,2
"SERÁ QUE ELES ESTÃO ENTROSADOS?  Se liga no Desafio das Palmas com Eric Ramires e Juninho Capixaba, do Red Bull Bragantino!  #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7597529895769492757,2026/01/20 19:36:37,8355,159,1,0,2
"Sofreu o pênalti, marcou o gol e foi eleito o #CraqueDaRodada, com 40% dos votos no Instagram do @paulistao! 👏 #7KBet #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7597520647308315921,2026/01/20 19:02:20,2404,69,1,1,0
"GOLAÇO DA 3ª RODADA! 🔥 Breno Bidon foi eleito o dono do #GolaçoDaRodada, com 48% dos votos no Instagram do @paulistao! #Betano #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7597506544506391809,2026/01/20 18:06:52,7040,411,5,2,12
"O ÚLTIMO CLÁSSICO ALVINEGRO NA FASE DE GRUPOS! 😮‍💨 Em 2025, o Corinthians venceu o Santos na primeira fase! Bora relembrar os gols? 🤩🔥 🗓️ O PRÓXIMO CLÁSSICO ALVINEGRO É QUINTA-FEIRA (22), ÀS 19H30! #PaulistãoCasasBahia #ClássicoAlvinegro #Corinthians",https://www.tiktok.com/@paulistao/video/7597465228938333457,2026/01/20 15:26:05,3197,260,3,4,9
"RECEBA, PAI! O @luvadepedreiro visitou o Edifício Pelé e conheceu cada detalhe da FPF! E vem novidade por aí, hein?!👀 #PaulistãoCasasBahia #LuvaDePedreiro",https://www.tiktok.com/@paulistao/video/7597199723832904976,2026/01/19 22:17:25,4103,163,6,1,4
OS BASTIDORES DA TRANSMISSÃO! 👀📺 Já imaginou como é o clima do caminhão de transmissão dos jogos do #PaulistãoCasasBahia? Vem ver como foi a coordenação do diretor de TV no Majestoso!  #Majestoso #SãoPaulo #Corinthians ,https://www.tiktok.com/@paulistao/video/7597135578366217479,2026/01/19 18:06:14,4293,259,7,4,16
O @VELLOSO está na área com a leitura labial com imagens exclusivas do Majestoso! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597131945696316693,2026/01/19 17:52:24,887,60,3,1,4
O BRENO BIDON É DIFERENTE! O camisa 7 do Timão brilhou no Majestoso! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7597095457776471304,2026/01/19 15:30:29,5193,529,5,33,36
"O Marlon Freitas chegou e já se destacou em seus primeiros jogos com a camisa do Palmeiras. O ""Lendo o Jogo"" fez uma análise do meio-campista do Verdão no #PaulistãoCasasBahia! ● O jogo de futebol dá cada vez menos tempo e espaço para o meio campista pensar o jogo; ● Com isso, ele precisa arranjar atalhos para poder ditar o ritmo da equipe; ●Dominar cada bola de forma correta, se posicionar bem e saber mapear o espaço; ●Todo tempo economizado nesses pequenos detalhes são transformados em segundos importantes com a bola no pé; ●Auxiliam na preparação de um grande passe, de uma fuga da pressão ou da manutenção da posse de bola; ● Marlon Freitas domina bem esses conceitos. Com sua leitura, antecede a jogada e se torna importante na construção e criação.",https://www.tiktok.com/@paulistao/video/7597077027878997249,2026/01/19 14:19:56,76830,4001,39,132,124
"O HOMEM DO EMPATE! Breno Bidon, senhoras e senhores!  #PaulistãoCasasBahia ",https://www.tiktok.com/@paulistao/video/7596872142722043143,2026/01/19 01:03:57,7337,664,7,16,28
BRAZÃO SALVA O PEIXE! O goleiro do Santos defenda a penalidade e impede o gol do Guarani! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7596870767497825552,2026/01/19 00:59:56,6812,179,3,4,4
O ENCONTRO DOS COMANDANTES NO MAJESTOSO!  #PaulistaoCasasBahia ,https://www.tiktok.com/@paulistao/video/7596870873164926228,2026/01/19 00:59:20,1996,101,4,0,1
"VICIADO EM MARCAR NO MAJESTOSO!  Nas duas últimas visitas do Tricolor na Neo Química Arena, teve gol do Tapia!  #PaulistãoCasasBahia ",https://www.tiktok.com/@paulistao/video/7596861414136958226,2026/01/19 00:22:22,3212,99,3,2,2
PARA FECHAR A CONTA! O Marcelinho passou a régua no placar com esse chutaço no ângulo! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7596849011651349768,2026/01/18 23:34:15,2041,57,1,0,0
VIROU GOLEADA! Sosa marcou o quarto gol do Massa Bruta! Virou goleada do líder 🔥 #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7596847214333283592,2026/01/18 23:27:15,2534,59,3,0,0
ESPERTO NA SOBRA! Matheus Fernandes tava ligado na jogada e também deixou o dele!  #PaulistãoCasasBahia2026 ,https://www.tiktok.com/@paulistao/video/7596847112554433810,2026/01/18 23:26:50,999,28,1,0,0
ESSA ELE SALVOU EM CIMA DA LINHA! 😱 Que defesaça do Rafael! #PaulistãoCasasBahia #SãoPaulo,https://www.tiktok.com/@paulistao/video/7596841875336727829,2026/01/18 23:06:50,6891,356,3,7,9
QUE CATEGORIA! 🎩 Pega esse chapéu do @lucasmoura7! #PaulistãoCasasBahia #SãoPaulo,https://www.tiktok.com/@paulistao/video/7596840168892550417,2026/01/18 23:01:46,215232,13965,122,1258,369
AVISA QUE É ELE! Eduardo Sasha precisou apenas de três minutos em campo para marcar o segundo gol! #PaulistãoCasasBahia2026,https://www.tiktok.com/@paulistao/video/7596840327185452306,2026/01/18 23:00:28,1115,33,1,0,0
TODOS OS ÂNGULOS! 👀☄️ POV: você é o árbitro do Majestoso e vê o golaço do Bidon de dentro do campo! #PaulistãoCasasBahia #Bis,https://www.tiktok.com/@paulistao/video/7596830516628737297,2026/01/18 22:23:44,197348,12547,125,707,316
LÁ EM CIMA… O Pedro Henrique subiu mais que a defesa e marcou o gol do @Red Bull Bragantino!  #PaulistãoCasasBahia2026,https://www.tiktok.com/@paulistao/video/7596829368488365319,2026/01/18 22:17:59,2036,59,1,1,1
Calleri também foi dar aquele abraço em Dorival Júnior!  #PaulistaoCasasBahia,https://www.tiktok.com/@paulistao/video/7596826172961410325,2026/01/18 22:05:57,65927,2631,23,17,65
RESPEITO!  Todo carinho do elenco Tricolor com Dorival!  #PaulistaoCasasBahia,https://www.tiktok.com/@paulistao/video/7596826102455078165,2026/01/18 22:05:30,52377,1668,20,27,49
DEFESA ATRÁS DE DEFESA! O Rafael defendeu muito no Superclássico Casas Bahia de hoje! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7596819271091522834,2026/01/18 21:38:49,7809,255,12,18,9
RAFAEL EM CIMA DA LINHA! 😮‍💨  #PaulistãoCasasBahia #SãoPaulo #Majestoso  ,https://www.tiktok.com/@paulistao/video/7596819137448512786,2026/01/18 21:38:22,6057,177,2,5,5
DEIXA QUE O FILHO DO TERRÃO RESOLVE! Breno Bidon empata o clássico na Neo Química Arena! #PaulistãoCasasBahia #Corinthians,https://www.tiktok.com/@paulistao/video/7596811265389956370,2026/01/18 21:07:44,5753,464,12,6,13
O PRIMEIRO COM A CAMISA 7️⃣ DO TIMÃO! Bidon marcou esse golaço no fim do jogo para empatar o Superclássico Casas Bahia! #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7596810681421286673,2026/01/18 21:07:39,9309,411,7,4,9
"NO ALTOOOOOOO! No detalhe, toda a jogada do gol do Tapia, que abriu o placar para o São Paulo. #PaulistãoCasasBahia2026",https://www.tiktok.com/@paulistao/video/7596804209987620103,2026/01/18 20:40:22,52470,4012,26,229,106
QUE DEFESA DO HUGO SOUZA! #PaulistaoCasasBahia,https://www.tiktok.com/@paulistao/video/7596799487083957522,2026/01/18 20:22:06,5618,101,4,2,4
É GOL DO TRICOLOR! TAPIA ABRE O PLACAR NO MAJESTOSO! #PaulistaoCasasBahia,https://www.tiktok.com/@paulistao/video/7596799257840143634,2026/01/18 20:21:07,3247,101,2,4,3
O netinho do Dorival é demais! 🥰🥰 #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7596798668246633735,2026/01/18 20:18:48,2390,149,2,2,10
PLACAR ABERTO NO SUPERCLÁSSICO CASAS BAHIA! 🤯 Tapia cabeceia com destino certo e coloca o Tricolor na vantagem no Majestoso! #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7596794260255722770,2026/01/18 20:01:43,7083,190,8,3,9
"NÃO VEM DE GARFO, FABRÍCIO! 🍴🚫 Sanchez viu o espaço e lançou a caneta! #PaulistãoCasasBahia #DorflexMax",https://www.tiktok.com/@paulistao/video/7596789910888058128,2026/01/18 19:46:26,2595,69,4,0,2
"SE TEM CARLÃO, TEM GOL! O camisa 9 converte a penalidade e empata o jogo para o Noroeste! #PaulistãoCasasBahia #Betano",https://www.tiktok.com/@paulistao/video/7596786557009284368,2026/01/18 19:33:01,2975,51,2,1,0
QUE DEFESA DO RAFAEL! 😮‍💨🔥  #PaulistãoCasasBahia #SãoPaulo  ,https://www.tiktok.com/@paulistao/video/7596784725235092743,2026/01/18 19:24:43,5107,191,4,0,2
O TIGRE ABRE O PLACAR! João Paulo arrisca e o goleiro do Noroeste aceita. Tá na rede! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7596773877510835476,2026/01/18 18:42:48,3664,71,2,0,1
O TIMÃO CHEGOU PARA O SUPERCLÁSSICO CASAS BAHIA!  #PaulistãoCasasBahia #Corinthians ,https://www.tiktok.com/@paulistao/video/7596758850737573140,2026/01/18 17:44:33,5741,274,4,2,4
